"012483","S","20147720492","2007/01/03 00:00:00","IL1ABINSPE","AS  ","GVB ","N","Autorizado Ger. Adm","      42.0200","       7.98","       0.00","      50.00","    1.000","    0.000","N","TRANSF. CTA. SCOTIABANK                 "," 30","                                   ","                    "," ",
"012484","C","20503141389","2007/01/03 00:00:00","IL056INSPE","AS  ","GVB ","E","Autorizado Ger. Adm","      81.9000","      15.56","       0.00","      97.46","    1.000","    2.000","N","TRANSF. CTA. SCOTIABANK                 "," 30","                                   ","                    "," ",
"012485","C","20508740281","2007/01/03 00:00:00","IL056INSPE","AS  ","GVB ","E","Autorizado Ger. Adm","      67.0000","      12.73","       0.00","      79.73","    2.000","    2.000","N","CHEQUE GERENCIA                         "," 30","                                   ","                    "," ",
"012486","S","20136663268","2007/01/03 00:00:00","RHTASERBFC","LS  ","GVB ","E","Autorizado Ger. Adm","       0.0000","       0.00","       0.00","       0.00","    0.000","    0.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012487","S","10076733657","2007/01/03 00:00:00","IOFADMLIMA","AS  ","GVB ","E","Autorizado Ger. Adm","    5037.8200","     957.18","       0.00","    5995.00","    1.000","    0.000","N","CHEQUE VOUCHER                          ","  2","                                   ","                    "," ",
"012488","S","20100637791","2007/01/04 00:00:00","IALMACLIMA","AS  ","GVB ","N","Autorizado Ger. Adm","     105.0000","      19.95","       0.00","     124.95","    3.000","    3.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012489","C","20512826475","2007/01/04 00:00:00","IPTALINSPE","AS  ","GVB ","N","Autorizado Ger. Adm","     352.9400","      67.06","       0.00","     420.00","    8.000","   16.000","N","ABONO EN CUENTA DE OTRO BANCO           ","  7","                                   ","                    "," ",
"012490","S","10094473000","2007/01/04 00:00:00","CALMACLIMA","FS  ","GVB ","N","Autorizado Ger. Adm","     180.0000","      34.20","       0.00","     214.20","    1.000","    1.000","N","CHEQUE GERENCIA                         ","  1","                                   ","                    "," ",
"012491","C","20508036354","2007/01/04 00:00:00","ILAGUENMAE","AS  ","GVB ","E","Autorizado Ger. Adm","     117.6500","      22.35","       0.00","     140.00","    1.000","    0.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012492","C","20512031863","2007/01/04 00:00:00","ILAGUENMAE","AS  ","GVB ","E","Autorizado Ger. Adm","     350.0000","      66.50","       0.00","     416.50","    1.000","    1.000","N","CHEQUE GERENCIA                         ","  7","                                   ","                    "," ",
"012493","C","20502287975","2007/01/04 00:00:00","IL056INSPE","AS  ","GVB ","E","Autorizado Ger. Adm","      66.7600","      12.68","       0.00","      79.44","    4.000","    4.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012494","C","20503141389","2007/01/04 00:00:00","CL08CO1022","JB  ","GVB ","E","Autorizado Ger. Adm","       7.6900","       1.46","       0.00","       9.15","    1.000","    1.000","N","EFECTIVO                                ","  1","                                   ","                    "," ",
"012495","C","10062767222","2007/01/04 00:00:00","ILAGUENMAE","JB  ","GVB ","N","Autorizado Ger. Adm","       5.2900","       1.01","       0.00","       6.30","    9.000","    0.000","N","EFECTIVO                                ","  1","                                   ","                    "," ",
"012496","C","20510851081","2007/01/04 00:00:00","IALMACLIMA","AS  ","GVB ","N","Autorizado Ger. Adm","     105.0000","      19.95","       0.00","     124.95","    6.000","    0.000","N","EFECTIVO                                ","  1","                                   ","                    "," ",
"012497","C","15124170122","2007/01/04 00:00:00","IALMACLIMA","JB  ","GVB ","E","Autorizado Ger. Adm","      16.4100","       3.12","       0.00","      19.53","    1.000","    0.000","N","EFECTIVO                                ","  1","                                   ","                    "," ",
"012498","C","20509266213","2007/01/04 00:00:00","CL08CO1022","FS  ","GVB ","N","Autorizado Ger. Adm","      52.5200","       9.98","       0.00","      62.50","    5.000","    0.000","N","EFECTIVO                                ","  1","                                   ","                    "," ",
"012499","C","20493378849","2007/01/04 00:00:00","CL008C1020","FS  ","GVB ","N","Autorizado Ger. Adm","     980.0000","       0.00","       0.00","     980.00","   40.000","    0.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012500","C","20510314078","2007/01/04 00:00:00","CL008C1020","FS  ","GVB ","E","Autorizado Ger. Adm","      76.5600","      14.55","       0.00","      91.11","   16.000","   16.000","N","EFECTIVO                                "," 15","                                   ","                    "," ",
"012501","S","20451370589","2007/01/04 00:00:00","CALMACIQUI","FS  ","GVB ","E","Anulado            ","       0.0000","       0.00","       0.00","       0.00","    3.000","    0.000","N","CHEQUE GERENCIA                         ","  5","                                   ","                    ","S",
"012502","C","20100247144","2007/01/04 00:00:00","CL008C1020","FS  ","CC  ","E","Anulado            ","       0.0000","       0.00","       0.00","       0.00","   75.000","    0.000","N","TRANSF. CTA. SCOTIABANK                 "," 30","                                   ","                    ","S",
"012503","S","20100488427","2007/01/04 00:00:00","CL08CO1022","FS  ","GVB ","E","Autorizado Ger. Adm","     190.0000","      36.10","       0.00","     226.10","    3.000","    3.000","N","TRANSF. CTA. SCOTIABANK                 ","  7","                                   ","                    "," ",
"012504","S","10097727738","2007/01/04 00:00:00","ILAGUENMAE","AS  ","GVB ","N","Autorizado Ger. Adm","     300.0000","      57.00","       0.00","     357.00","    1.000","    0.000","N","TRANSF. CTA. SCOTIABANK                 ","  7","                                   ","                    "," ",
"012505","S","20420900181","2007/01/04 00:00:00","IALMACLIMA","AS  ","GVB ","E","Autorizado Ger. Adm","     260.0000","      49.40","       0.00","     309.40","    7.000","    0.000","N","CHEQUE GERENCIA                         "," 15","                                   ","                    "," ",
"012506","S","20100339936","2007/01/04 00:00:00","CL1AB1501X","FS  ","GVB ","N","Autorizado Ger. Adm","     177.4500","      33.71","       0.00","     211.16","    7.000","    0.000","N","TRANSF. CTA. SCOTIABANK                 "," 30","                                   ","                    "," ",
"012507","C","20508565934","2007/01/04 00:00:00","IL008INSPE","JB  ","GVB ","N","Autorizado Ger. Adm","      41.5100","       7.89","       0.00","      49.40","    5.000","    5.000","N","EFECTIVO                                ","  1","                                   ","                    "," ",
"012508","C","20508565934","2007/01/05 00:00:00","CL008C1020","FS  ","GVB ","N","Autorizado Ger. Adm","      14.2900","       2.71","       0.00","      17.00","    2.000","    2.000","N","EFECTIVO                                ","  1","                                   ","                    "," ",
"012509","C","20508565934","2007/01/05 00:00:00","IL056INSPE","JB  ","GVB ","N","Autorizado Ger. Adm","       8.3200","       1.58","       0.00","       9.90","    1.000","    1.000","N","EFECTIVO                                ","  1","                                   ","                    "," ",
"012510","C","20101425984","2007/01/05 00:00:00","CL008C1020","FS  ","GVB ","E","Autorizado Ger. Adm","     111.5000","      21.19","       0.00","     132.69","  102.000","  102.000","N","CHEQUE GERENCIA                         "," 15","                                   ","                    "," ",
"012511","S","20502749855","2007/01/05 00:00:00","CL08CO1022","FS  ","GVB ","N","Autorizado Ger. Adm","      42.3500","       8.05","       0.00","      50.40","   14.000","    0.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012512","S","20502749855","2007/01/05 00:00:00","CALMACIQUI","FS  ","GVB ","N","Autorizado Ger. Adm","      80.1700","      15.23","       0.00","      95.40","   26.500","    0.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012513","C","20100016681","2007/01/05 00:00:00","IL008INSPE","AS  ","GVB ","N","Autorizado Ger. Adm","      83.1900","      15.81","       0.00","      99.00","    1.000","    1.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012514","C","20507325841","2007/01/05 00:00:00","IL056INSPE","AS  ","GVB ","N","Autorizado Ger. Adm","      72.2700","      13.73","       0.00","      86.00","    4.000","    4.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012515","C","20103756651","2007/01/05 00:00:00","CL008C1020","FS  ","GVB ","N","Autorizado Ger. Adm","      44.4000","       0.00","       0.00","      44.40","   18.000","    0.000","N","EFECTIVO                                ","  1","                                   ","                    "," ",
"012516","C","20131044179","2007/01/05 00:00:00","IL056INSPE","AS  ","GVB ","E","Autorizado Ger. Adm","     147.5000","      28.03","       0.00","     175.53","   11.000","   95.000","N","TRANSF. CTA. SCOTIABANK                 "," 30","                                   ","                    "," ",
